ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Discovery Bibcode,Classification Bibcodes,Ext. catalog/s
12356,SN 2016cld,13:18:22.880,+31:35:16.63,SN Ia,0.211,,,iPTF,iPTF,iPTF,iPTF,iPTF16anc,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.4,g-PTF,2016-05-02 09:21:36.000,iPTF_Bot1,,2016TNSTR.361....1P,2016TNSCR.363....1P,
12355,SN 2016clc,13:55:59.110,+36:41:52.40,SN Ia,0.15,,,iPTF,iPTF,iPTF,iPTF,iPTF16amu,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.48,g-PTF,2016-05-02 08:38:24.000,iPTF_Bot1,,2016TNSTR.361....1P,2016TNSCR.363....1P,
12354,SN 2016clb,13:24:26.730,+43:57:07.85,SN Ia,0.043,,,iPTF,iPTF,iPTF,iPTF,iPTF16alf,P48 - CFH12k,Keck2 - DEIMOS,1,1,,19.49,R-PTF,2016-04-26 07:26:24.000,iPTF_Bot1,,2016TNSTR.361....1P,2016TNSCR.363....1P,
12352,SN 2016ckz,00:02:05.600,-26:58:48.10,SN Ia,,2MASXi J0002057-265846,0.033497,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16fh,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,16.3,V-Johnson,2016-05-15 10:04:48.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.354....1B,2016TNSCR1003....1M,
12351,SN 2016cky,00:05:16.124,-16:29:33.00,SN Ia,,2MASX J00051603-1629348,0.024887,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16fg,ASASSN-2 - Cassius,LCO-duPont - WFCCD,1,1,,16.5,V-Johnson,2016-05-16 07:26:24.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.354....1B,2016TNSCR1002....1P,
12264,SN 2016chp,14:14:40.310,+15:06:47.41,SN Ia,0.17,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16che,"P48 - CFH12k, PS1 - GPC1",Keck2 - DEIMOS,1,1,,20.29,r-Sloan,2016-05-01 11:54:53.000,Young,,2016TNSTR.355....1C,2016TNSCR.363....1P,
12216,SN 2016cft,19:59:39.965,+75:16:17.43,SN II,0.05,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16cej,"P48 - CFH12k, PS1 - GPC1",P60 - SEDM,1,1,,18.62,z-Sloan,2016-04-27 14:40:36.000,Young,,2016TNSTR.355....1C,2021TNSCR2567....1Y,
12151,SN 2016cdg,18:04:24.650,+56:56:44.96,SN Ia,0.056,CGCG 301-013,0.056,PTSS,PTSS,PTSS,PTSS,PTSS-16gif,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,17.4,r-Sloan,2016-05-16 19:27:13.000,Li,,2016TNSTR.357....1X,2016TNSCR.368....1Z,
12148,SN 2016cdd,12:31:53.636,-51:44:50.83,SN Ib,0.008731,ESO 218-G008,0.008731,ASAS-SN,ASAS-SN,LCOGT SN-KP,ASAS-SN,ASASSN-16ff,ASASSN-2 - Cassius,FTS - FLOYDS-S,1,1,,16.1,V-Johnson,2016-05-14 03:36:00.000,Brown,,2016TNSTR.353....1B,2016TNSCR.364....1H,
12147,SN 2016cdc,23:01:11.400,-37:16:08.60,SN Ia,0.0386,APMUKS(BJ) B225823.09-373218.0,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16fe,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,17.0,V-Johnson,2016-05-15 08:23:59.000,Brown,,2016TNSTR.353....1B,2016TNSCR1002....1P,
12146,SN 2016cdb,22:21:29.400,-22:15:45.80,SN Ia,,2MASX J22212881-2215454,0.023906,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",ASAS-SN,ASAS-SN; GaiaAlerts,ASASSN-16fd,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",LCO-duPont - WFCCD,1,1,,16.3,V-Johnson,2016-05-15 09:07:12.000,Brown, [Object redshift updated according to host-redshift by admin],2016TNSTR.353....1B,2016TNSCR1002....1P,
12145,SN 2016cda,15:31:51.528,+37:24:44.68,SN Ia,0.03,SDSS J153151.40+372445.8,0.029997,"ASAS-SN, Pan-STARRS","ASAS-SN, Pan-STARRS",NUTS,ASAS-SN; Pan-STARRS,ASASSN-16fc,"ASASSN-1 - Brutus, PS1 - GPC1",NOT - ALFOSC,1,1,,17.6,V-Johnson,2016-05-15 08:23:59.000,Brown,,2016TNSTR.353....1B,2016TNSCR.766....1E,
12144,SN 2016ccz,14:31:09.200,+27:14:09.50,SN Ia,0.0149,MRK 685,0.015,"iPTF, GaiaAlerts","iPTF, GaiaAlerts",iPTF,GaiaAlerts; iPTF,iPTF16auf,"Gaia - Gaia-photometric, P48 - CFH12k",NOT - ALFOSC,1,1,,18.03,g-PTF,2016-05-13 08:23:59.000,Gal-Yam,,2016TNSTR.349....1G,2016TNSCR.352....1T,
12143,SN 2016ccy,13:03:37.170,+55:06:11.35,SN II,0.03,,,iPTF,iPTF,iPTF,iPTF,iPTF16alp,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.12,g-PTF,2016-04-30 07:12:00.000,iPTF_Bot1,,2016TNSTR.350....1T,2016TNSCR.351....1T,
12142,SN 2016ccx,12:15:06.310,+13:35:34.89,SN II,0.025,,,iPTF,iPTF,iPTF,iPTF,iPTF16alo,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.96,g-PTF,2016-04-30 04:19:12.000,iPTF_Bot1,,2016TNSTR.350....1T,2016TNSCR.351....1T,
12141,SN 2016ccw,12:08:39.630,+18:17:29.68,SN II,0.043,,,iPTF,iPTF,iPTF,iPTF,iPTF16wf,P48 - CFH12k,Keck2 - DEIMOS,1,1,,18.74,g-PTF,2016-03-09 06:57:36.000,iPTF_Bot1,,2016TNSTR.350....1T,2016TNSCR.351....1T,
12140,SN 2016ccv,07:56:34.240,+19:59:50.38,SN II,0.12,,,iPTF,iPTF,iPTF,iPTF,iPTF16qw,P48 - CFH12k,Keck2 - DEIMOS,1,1,,20.87,g-PTF,2016-03-04 03:36:00.000,iPTF_Bot1,,2016TNSTR.350....1T,2016TNSCR.351....1T,
12137,SN 2016cct,11:25:35.741,+32:19:17.48,SN Ia,0.034,UGC 06434,0.034334,ASAS-SN,ASAS-SN,DAO_OTS,ASAS-SN,ASASSN-16fa,ASASSN-1 - Brutus,Plaskett - Plaskett,1,1,,16.9,V-Johnson,2016-05-12 08:38:24.000,Brown,,2016TNSTR.343....1B,2016TNSCR.347....1B,
12136,SN 2016ccs,14:45:20.100,+03:50:16.00,SN Ia,0.062,SDSS J144519.89+035017.5,0.062,TNTS,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,18.0,Clear-,2016-05-09 17:31:12.000,Li,,2016TNSTR.342....1X,2016TNSCR.345....1Z,
12133,SN 2016ccp,01:02:39.900,-49:39:25.10,SN Ia,0.03,2MASX J01024098-4939411,0.0304,,,LCOGT SN-KP,,ATS-16A,Other - Other,FTS - FLOYDS-S,1,1,,17.1,g-Sloan,2016-05-06 18:57:36.000,Wang,,2016TNSTR.338....1H,2016TNSCR.367....1H,
12130,SN 2016ccm,14:09:58.900,+17:45:48.10,SN IIP,0.019,IC983,,GaiaAlerts,GaiaAlerts,DAO_OTS,GaiaAlerts,,"Gaia - Gaia-photometric, Other - Other",Plaskett - Plaskett,1,1,,16.0,Clear-,2016-05-06 21:44:11.000,Caimmi,,2016TNSTR.337....1C,"2016TNSCR.341....1B, 2016TNSCR1121....1B",
12129,SN 2016ccl,12:55:08.460,+39:12:02.40,SN Ia,0.024,IC3895,,POSS,POSS,DAO_OTS,POSS,,Other - Other,Plaskett - Plaskett,1,1,,17.6,Clear-,2016-05-06 07:01:12.000,Puckett,,2016TNSTR.335....1G,"2016TNSCR.360....1B, 2016TNSCR1121....1B",
12128,SN 2016cck,17:35:37.800,+08:48:32.35,SN Ia,0.037,2MASX J17353788+0848387,,PTSS,PTSS,PTSS,PTSS,PTSS-16efw,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,17.8,r-Sloan,2016-05-03 18:31:40.000,Li,,2016TNSTR.333....1X,2016TNSCR.336....1Z,
12127,SN 2016ccj,17:10:23.900,+26:23:48.40,SN Ia-pec,0.03,SDSS J171023.62+262350.3,,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",NUTS,ASAS-SN; GaiaAlerts,ASASSN-16ex,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",NOT - ALFOSC,1,1,,17.45,V-Johnson,2016-05-03 10:04:48.000,Stanek,,2016TNSTR.332....1K,2016TNSCR.772....1E,
12123,SN 2016ccf,08:44:11.050,+34:42:55.80,SN IIP,0.014,NGC2649,0.014126,ASAS-SN,ASAS-SN,DAO_OTS,ASAS-SN,ASASSN-16eu,"ASASSN-1 - Brutus, Other - Other",Plaskett - Plaskett,1,1,,17.05,V-Johnson,2016-04-30 06:57:36.000,Stanek,,2016TNSTR.324....1S,2016TNSCR.334....1B,
12122,SN 2016cce,13:33:27.100,+05:28:55.70,SN Ic,0.022,SDSS J133327.15+052857.2,0.022,"PTSS, GaiaAlerts","PTSS, GaiaAlerts",PTSS,GaiaAlerts; PTSS,PTSS-16dzd,"CNEOST - STA1600, Gaia - Gaia-photometric",Lijiang-2.4m - YFOSC,1,1,,18.4,r-Sloan,2016-04-29 16:03:46.000,Li,,2016TNSTR.327....1L,2016TNSCR.328....1Z,
12116,SN 2016cby,10:20:01.721,+56:27:39.74,SN Ia,0.025,2MASX J10200192+5627397,0.024917,"ASAS-SN, iPTF","ASAS-SN, iPTF",iPTF,ASAS-SN; iPTF,ASASSN-16et,"ASASSN-1 - Brutus, P48 - CFH12k",Gemini-N - GMOS,1,1,,17.2,V-Johnson,2016-04-27 06:28:48.000,Brown,,2016TNSTR.319....1B,2016TNSCR.323....1F,
12115,SN 2016cbx,11:50:54.530,+02:18:21.56,SN Ia,0.015,SDSS J115054.45+021828.1 ,,ASAS-SN,ASAS-SN,DAO_OTS,ASAS-SN,ASASSN-16es,ASASSN-1 - Brutus,Plaskett - Plaskett,1,1,,16.9,V-Johnson,2016-04-27 09:07:12.000,Stanek,,2016TNSTR.320....1S,"2016TNSCR.334....1B, 2016TNSCR1121....1B",
11861,SN 2016bsd,09:10:41.580,+50:02:03.90,SN Ia,0.052,SDSS J091041.37+500204.6,0.05,TNTS,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,18.0,Clear-,2016-04-22 14:29:27.000,Li,,2016TNSTR.311....1Z,2016TNSCR.318....1Z,
11860,SN 2016bsc,08:59:52.220,+49:46:15.90,SN Ia,0.05,KUG 0856+499,0.05,TNTS,TNTS,TNTS,TNTS,,BAO-0.6m - BATC,Lijiang-2.4m - YFOSC,1,1,,18.0,Clear-,2016-04-22 14:27:06.000,Li,,2016TNSTR.311....1Z,2016TNSCR.330....1Z,
11857,SN 2016bsa,22:04:35.563,+42:19:32.70,SN Ia,0.026,UGC 11898,0.01431,ASAS-SN,ASAS-SN,NUTS,ASAS-SN,ASASSN-16eq,ASASSN-1 - Brutus,NOT - ALFOSC,1,1,,16.3,V-Johnson,2016-04-22 14:38:24.000,Stanek,,2016TNSTR.308....1B,2016TNSCR.813....1E,
11855,SN 2016bry,20:43:22.396,+80:09:14.65,SN Ia,0.016,UGC11635,,,,Padova-Asiago,,,Other - Other,Ekar - AFOSC,1,1,,17.0,Clear-,2016-04-19 20:24:38.000,Vito,,2016TNSTR.305....1T,2016TNSCR.329....1T,
11854,SN 2016brx,22:50:34.100,-01:32:32.30,SN Ia-91bg-like,0.010167,NGC7391,,"BOSS, GaiaAlerts","BOSS, GaiaAlerts",ASAS-SN,BOSS; GaiaAlerts; PESSTO,,"Gaia - Gaia-photometric, Other - Other",LCO-duPont - WFCCD,1,1,,16.1,Clear-,2016-04-19 17:18:51.000,Parker,,2016TNSTR.304....1P,2018TNSCR.841....1M,
11853,SN 2016brw,17:08:26.600,+25:30:51.00,SN II,0.01,UGC10721,,"POSS, LOSS, GaiaAlerts","POSS, LOSS, GaiaAlerts",None,GaiaAlerts; LOSS; POSS,,"Gaia - Gaia-photometric, Other - Other",LT - SPRAT,1,1,,18.2,Clear-,2016-04-18 10:57:07.000,Post,,2016TNSTR.300....1G,2016TNSCR.315....1P,
11852,SN 2016brv,12:05:14.480,+10:36:55.40,SN Ia-91bg-like,0.034,NGC 4083,0.033416,TNTS,TNTS,None,TNTS,,Other - Other,LT - SPRAT,1,1,,17.4,Clear-,2016-04-16 12:46:49.000,Li,,2016TNSTR.301....1Z,2016TNSCR.313....1P,
11851,SN 2016bru,16:44:54.390,+21:01:53.50,SN Ia,0.1305,,,iPTF,iPTF,iPTF,iPTF,iPTF16ym,P48 - CFH12k,Keck1 - LRIS,1,1,,19.86,g-PTF,2016-04-01 11:02:24.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11850,SN 2016brt,14:40:53.690,+09:18:41.40,SN Ia,0.121,,,iPTF,iPTF,iPTF,iPTF,iPTF16td,P48 - CFH12k,Keck1 - LRIS,1,1,,20.32,g-PTF,2016-03-15 11:45:36.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11849,SN 2016brs,14:29:38.630,+37:58:28.00,SN Ia,0.125,,,iPTF,iPTF,iPTF,iPTF,iPTF16afx,P48 - CFH12k,Keck1 - LRIS,1,1,,21.03,g-PTF,2016-04-03 12:28:48.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11848,SN 2016brr,12:06:10.070,+30:55:10.90,SN Ia,0.126,,,iPTF,iPTF,iPTF,iPTF,iPTF16acg,P48 - CFH12k,LDT - Deveny-LMI,1,1,,21.11,g-PTF,2016-04-01 04:19:12.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11847,SN 2016brq,16:54:30.860,+23:15:40.20,SN Ia,0.089,,,iPTF,iPTF,iPTF,iPTF,iPTF16aaw,P48 - CFH12k,Keck1 - LRIS,1,1,,19.34,g-PTF,2016-04-01 11:02:24.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11846,SN 2016brp,12:06:36.910,+25:33:50.20,SN Ia,0.123,,,iPTF,iPTF,iPTF,iPTF,iPTF16aas,P48 - CFH12k,Keck1 - LRIS,1,1,,19.94,g-PTF,2016-04-01 03:36:00.000,iPTF_Bot1,,2016TNSTR.299....1H,2016TNSCR.302....1H,
11845,SN 2016bro,05:43:12.643,-41:31:17.29,SN Ia,0.037,Uncatalogued,,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16eo,ASASSN-2 - Cassius,SOAR - Goodman,1,1,,16.95,V-Johnson,2016-04-03 02:09:36.000,Stanek,,2016TNSTR.297....1S,2016TNSCR1006....1S,
11843,SN 2016brm,13:58:33.797,+38:47:56.97,SN Ia,0.064,,,"Pan-STARRS, iPTF","Pan-STARRS, iPTF",iPTF,iPTF; Pan-STARRS,PS16brq,"P48 - CFH12k, PS1 - GPC1",Keck1 - LRIS,1,1,,17.98,r-Sloan,2016-04-13 09:47:55.000,Young,,2016TNSTR.295....1C,2016TNSCR.302....1H,
11795,SN 2016bpq,18:53:29.295,+30:40:45.12,SN II,,,,Pan-STARRS,Pan-STARRS,None,Pan-STARRS,PS16bos,PS1 - GPC1,MDM-2.4 - OSMOS,1,1,,16.77,z-Sloan,2016-03-30 15:23:47.000,Young,,2016TNSTR.291....1C,2016TNSCR.306....1G,
11709,SN 2016bmi,18:34:32.190,-58:31:44.80,SN IIP,0.0074,IC4721,0.007455,BOSS,BOSS,PESSTO,BOSS,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,17.6,Other-,2016-04-14 11:48:36.000,Parker,,2016TNSTR.290....1P,2016TNSCR.296....1J,
11708,SN 2016bmh,13:32:15.259,+84:40:43.25,SN Ia,0.0234,GALEXASC J133213.24+844042.7,,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16em,ASASSN-1 - Brutus,MDM-2.4 - OSMOS,1,1,,17.0,V-Johnson,2016-04-14 09:36:00.000,Stanek,,2016TNSTR.289....1C,2016TNSCR.292....1P,
11705,SN 2016bme,08:56:39.088,+52:06:08.10,SN II,0.014,UGC4671,0.013519,"ASAS-SN, LOSS, Pan-STARRS","ASAS-SN, LOSS, Pan-STARRS",None,ASAS-SN; LOSS; Pan-STARRS,,"ASASSN-1 - Brutus, Other - Other, PS1 - GPC1",Other - Other,1,1,,16.5,Clear-,2016-04-12 19:10:54.000,Emmanouilidi,,2016TNSTR.286....1E,2016TNSCR.298....1L,
11704,SN 2016bmd,07:20:24.300,+32:51:01.20,SN IIb,0.0142,GALEXASC J072024.60+325058.8,,ASAS-SN,ASAS-SN,NUTS,ASAS-SN,ASASSN-16ek,ASASSN-1 - Brutus,NOT - ALFOSC,1,1,,16.4,V-Johnson,2016-04-12 06:57:36.000,Holoien,,2016TNSTR.287....1H,2016TNSCR.813....1E,
11703,SN 2016bmc,19:10:37.327,+37:39:17.02,SN Ia,0.028016,UGC 11409,0.028016,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16ej,ASASSN-1 - Brutus,MDM-2.4 - OSMOS,1,1,,16.9,V-Johnson,2016-04-11 13:26:24.000,Brown,,2016TNSTR.285....1B,2016TNSCR.293....1P,
11701,SN 2016bma,16:46:25.790,+40:02:42.17,SN II,0.03,SDSS J164625.87+400241.9,,"PTSS, iPTF","PTSS, iPTF",iPTF,iPTF; PTSS,PTSS-16dbj,"CNEOST - STA1600, P48 - CFH12k",Keck2 - DEIMOS,1,1,,18.5,r-Sloan,2016-04-10 18:18:21.000,Li,,2016TNSTR.281....1X,2016TNSCR.351....1T,
11700,SN 2016blz,15:40:29.300,+00:54:37.10,SN II,0.011,SDSS J154029.29+005437.4,0.01173,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",PESSTO,ASAS-SN; GaiaAlerts,ASASSN-16eh,"ASASSN-1 - Brutus, Gaia - Gaia-photometric",ESO-NTT - EFOSC2-NTT,1,1,,16.3,V-Johnson,2016-04-10 10:33:36.000,Stanek,,2016TNSTR.275....1S,2016TNSCR.283....1J,
11699,SN 2016bly,17:22:48.900,+14:00:59.88,SN IIn,0.019,2MASX J17224883+1400584,,PTSS,PTSS,PTSS,PTSS,PTSS-16cuh,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,18.2,r-Sloan,2016-04-09 18:42:58.000,Li,,2016TNSTR.276....1L,2016TNSCR.284....1Z,
11698,SN 2016blx,05:52:59.600,-17:51:44.10,SN II,0.010422,IC438,,"BOSS, GaiaAlerts","BOSS, GaiaAlerts",None,BOSS; GaiaAlerts,,"Gaia - Gaia-photometric, Other - Other",Magellan-Baade - MagE,1,1,,16.5,Other-,2016-04-09 09:35:41.000,Parker,,2016TNSTR.273....1P,2016TNSCR.277....1P,
11697,SN 2016blw,15:25:23.500,-03:34:19.60,SN II,0.032,CGCG 021-092,0.032,,,LCOGT SN-KP,LCOGT SN-KP,LSQ16ajl,ESO-1m - QUEST,FTS - FLOYDS-S,1,1,,19.3,gr-LSQ,2016-03-29 06:34:46.000,Hosseinzadeh,,2016TNSTR.270....1H,2016TNSCR.272....1H,
11696,SN 2016blv,13:03:10.738,-21:59:14.28,SN Ia,0.023773, 2MASX J13031054-2159149 ,0.023773,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16ec,ASASSN-2 - Cassius,Magellan-Baade - MagE,1,1,,16.8,V-Johnson,2016-04-06 05:45:36.000,Stanek,,2016TNSTR.267....1B,2016TNSCR.278....1P,
11694,SN 2016blt,14:15:45.760,-47:38:15.00,SN IIb,0.016,ESO-271-G26,,BOSS,BOSS,PESSTO,BOSS,,Other - Other,ESO-NTT - EFOSC2-NTT,1,1,,18.0,Other-,2016-04-04 12:30:22.000,Parker,,2016TNSTR.268....1P,2016TNSCR.296....1J,
11691,SN 2016blq,11:08:55.517,-29:01:26.42,SN II,0.04,,,LSQ,LSQ,PESSTO,LSQ,LSQ16ajh,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,20.1783,gr-LSQ,2016-03-12 01:07:06.000,Young,,2016TNSTR.262....1B,2016TNSCR.269....1J,
11690,SN 2016blp,10:56:05.538,+14:29:25.22,SN Ia,0.0605,CGCG 095-071,0.0605,LSQ,LSQ,LCOGT SN-KP,LCOGT SN-KP; LSQ,LSQ16aiy,ESO-1m - QUEST,FTN - FLOYDS-N,1,1,,18.9957,gr-LSQ,2016-03-25 00:39:44.000,Young,,2016TNSTR.262....1B,2016TNSCR.303....1H,
11687,SN 2016blm,15:48:38.720,-03:19:03.70,SN Ia,0.03,,,LSQ,LSQ,PESSTO,LSQ,LSQ16ahs,ESO-1m - QUEST,ESO-NTT - EFOSC2-NTT,1,1,,20.0,gr-LSQ,2016-03-24 12:00:00.000,Smartt,,2016TNSTR.257....1S,2016TNSCR.259....1J,
11686,SN 2016bll,08:33:18.300,+19:20:44.80,SN Ib,0.01914,CGCG 089-046,0.019,PTSS,PTSS,PTSS,PTSS,PTSS-16ckr,CNEOST - STA1600,BAO-2.16m - Phot-spec,1,1,,17.9,r-Sloan,2016-03-31 13:13:51.000,Li,,2016TNSTR.258....1L,2016TNSCR.265....1R,
11685,SN 2016blk,03:22:12.725,-44:05:39.48,SN Ia,0.02997,APMUKS(BJ) B032028.93-441621.0,0.02997,ASAS-SN,ASAS-SN,None,ASAS-SN,ASASSN-16dx,ASASSN-2 - Cassius,Magellan-Baade - IMACS,1,1,,16.3,V-Johnson,2016-04-02 23:31:12.000,Stanek,,2016TNSTR.256....1B,2016TNSCR.282....1P,
11684,SN 2016blj,13:30:00.802,-27:58:24.31,SN Ia,0.03, 2MASX J13300119-2758297,0.034657,ASAS-SN,ASAS-SN,PESSTO,ASAS-SN,ASASSN-16dw,ASASSN-2 - Cassius,ESO-NTT - EFOSC2-NTT,1,1,,16.8,V-Johnson,2016-04-03 06:57:36.000,Stanek,,2016TNSTR.256....1B,2016TNSCR.259....1J,
11683,SN 2016bli,14:59:42.125,+04:05:08.09,SN Ia,,SDSS J145942.12+040518.1,0.032641,ASAS-SN,ASAS-SN,ASAS-SN,ASAS-SN,ASASSN-16dp,ASASSN-1 - Brutus,FLWO-1.5m - FAST,1,1,,16.8,V-Johnson,2016-03-31 11:17:00.000,Dong, [Object redshift updated according to host-redshift by admin],2016TNSTR.252....1D,2016TNSCR1008....1F,
11682,SN 2016blh,14:09:40.490,-00:39:24.04,SN Ia,0.0238,CGCG 018-062,0.024,PTSS,PTSS,PTSS,PTSS,PTSS-16cfg,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,17.4,r-Sloan,2016-03-31 17:37:10.000,Li,,2016TNSTR.253....1X,2016TNSCR.260....1Z,
11681,SN 2016blg,13:27:13.920,-02:16:12.26,SN Ia,0.07,SDSS J132713.81-021615.2,,PTSS,PTSS,PTSS,PTSS,PTSS-16cfd,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,18.4,r-Sloan,2016-03-31 16:35:36.000,Li,,2016TNSTR.254....1X,2016TNSCR.264....1Z,
11678,SN 2016bld,13:05:01.082,+34:30:43.08,SN Ia,0.138,,,iPTF,iPTF,iPTF,iPTF,iPTF16sw,P48 - CFH12k,P60 - SEDM,1,1,,20.12,g-PTF,2016-03-15 08:58:41.000,Yaron,,2016TNSTR.247....1Y,2016TNSCR.248....1Y,
11677,SN 2016blc,10:48:49.300,-20:15:50.20,SN Ia,0.012,PGC 844146,,"ASAS-SN, CRTS, GaiaAlerts","ASAS-SN, CRTS, GaiaAlerts",ASAS-SN,ASAS-SN; CRTS; GaiaAlerts,ASASSN-16dn,"ASASSN-2 - Cassius, Gaia - Gaia-photometric, Other - Other",FLWO-1.5m - FAST,1,1,,16.2,V-Johnson,2016-03-30 04:04:48.000,Stanek,,2016TNSTR.246....1S,2016TNSCR1008....1F,
11676,SN 2016blb,11:37:20.700,-04:54:36.50,SN IIP,0.018,2MASX J11372059-0454450,0.0183,"ASAS-SN, GaiaAlerts","ASAS-SN, GaiaAlerts",DAO_OTS,ASAS-SN; GaiaAlerts,ASASSN-16dm,"ASASSN-2 - Cassius, Gaia - Gaia-photometric",Plaskett - Plaskett,1,1,,16.3,V-Johnson,2016-03-30 06:57:36.000,Brown,,2016TNSTR.245....1B,2016TNSCR.274....1B,
11675,SN 2016bla,07:45:26.940,+29:53:27.53,SN IIP,0.023,SDSS J074526.98+295326.4,,PTSS,PTSS,PTSS,PTSS,PTSS-16bwt,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,17.6,r-Sloan,2016-03-01 13:47:11.000,Li,,2016TNSTR.244....1L,2016TNSCR.251....1Z,
11674,SN 2016bkz,08:31:11.810,+09:36:04.56,SN IIP,0.0307,UGC 4452,0.03,,,PTSS,,PTSS-16brc,CNEOST - STA1600,Lijiang-2.4m - YFOSC,1,1,,19.4,r-Sloan,2016-03-26 11:49:49.000,Li,,2016TNSTR.241....1X,2016TNSCR.255....1Z,
11672,SN 2016bkx,07:28:11.100,+72:34:31.30,SN IIP,0.01025,Mrk 7,0.01025,"LOSS, GaiaAlerts, iPTF","LOSS, GaiaAlerts, iPTF",None,GaiaAlerts; iPTF; LOSS,KAIT-16P,"Gaia - Gaia-photometric, Other - Other, P48 - CFH12k",Lijiang-2.4m - YFOSC,1,1,,17.5,Clear-,2016-03-24 04:45:52.000,Zheng,,2016TNSTR.240....1H,2016TNSCR.243....1Z,
11670,SN 2016bkv,10:18:19.310,+41:25:39.30,SN II,0.002,NGC3184,,LOSS,LOSS,LCOGT SN-KP,LOSS,,Other - Other,FTN - FLOYDS-N,1,1,,17.2,Clear-,2016-03-21 16:52:54.000,Itagaki,,2016TNSTR.234....1I,2016TNSCR.239....1H,
11666,SN 2016bkr,11:03:21.018,+71:53:12.74,SN Ia-pec,0.032,,,Pan-STARRS,Pan-STARRS,DAO_OTS,Pan-STARRS,PS16bku,PS1 - GPC1,Plaskett - Plaskett,1,1,,17.3364,i-Sloan,2016-03-20 07:56:08.000,Young,,2016TNSTR.235....1C,2016TNSCR.271....1B,
11614,SN 2016bir,13:14:05.878,+33:55:09.63,SN Ib,0.032,,,Pan-STARRS,Pan-STARRS,DAO_OTS,Pan-STARRS,PS16biq,PS1 - GPC1,Plaskett - Plaskett,1,1,,17.3982,r-Sloan,2016-03-18 09:49:35.000,Young,,2016TNSTR.231....1C,2016TNSCR.279....1B,
11588,SN 2016bhr,14:25:20.578,+32:28:55.99,SN IIb,0.014,,,Pan-STARRS,Pan-STARRS,LCOGT SN-KP,Pan-STARRS,PS16bho,PS1 - GPC1,FTN - FLOYDS-N,1,1,,17.248,r-Sloan,2016-03-17 11:06:54.000,Young,,2016TNSTR.231....1C,2016TNSCR.263....1H,
